Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDev,P0,P25,P50,P75,P100,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s)
16,0.0000,503.0000,0.0000,507.0000,202.5300,123.8133,0.0000,103.0000,204.0000,303.2500,503.0000,15.7700,788184.7261,0.0020
17,0.0000,405.0000,0.0000,507.0000,200.6300,118.0778,0.0000,104.5000,204.0000,303.0000,405.0000,1.9000,63354.4515,0.0030
18,0.0000,502.0000,0.0000,507.0000,202.4200,120.4886,0.0000,103.0000,204.0000,304.0000,502.0000,-1.7900,-89491.0509,0.0020
19,0.0000,504.0000,0.0000,507.0000,203.4900,116.8833,0.0000,104.0000,204.0000,303.0000,504.0000,-1.0700,-53483.9548,0.0020
20,0.0000,406.0000,0.0000,507.0000,207.3200,109.8588,0.0000,104.0000,204.0000,304.0000,406.0000,-3.8300,-152699.1468,0.0025
21,0.0000,602.0000,0.0000,602.0000,209.2000,125.7829,0.0000,104.7500,204.0000,303.0000,602.0000,-1.8800,-37556.4345,0.0050
22,0.0000,602.0000,0.0000,602.0000,217.1100,121.8720,0.0000,104.0000,204.0000,303.2500,602.0000,-7.9100,-395045.6974,0.0020
23,0.0000,504.0000,0.0000,602.0000,213.0700,125.1340,0.0000,103.0000,204.0000,303.2500,504.0000,4.0400,202273.0686,0.0020
24,0.0000,502.0000,0.0000,602.0000,213.9300,122.3643,0.0000,104.7500,204.0000,304.0000,502.0000,-0.8600,-42929.1669,0.0020
25,0.0000,503.0000,0.0000,602.0000,230.9500,133.9820,0.0000,104.7500,205.0000,304.0000,503.0000,-17.0200,-1703874.2617,0.0010
26,0.0000,503.0000,0.0000,602.0000,222.7300,134.1162,0.0000,105.0000,204.0000,304.0000,503.0000,8.2200,410856.2003,0.0020
27,0.0000,503.0000,0.0000,602.0000,217.8200,127.4004,0.0000,104.0000,204.5000,304.0000,503.0000,4.9100,245696.5572,0.0020
28,0.0000,503.0000,0.0000,602.0000,219.8000,124.1056,0.0000,104.7500,204.0000,303.0000,503.0000,-1.9800,-98733.4198,0.0020
29,0.0000,405.0000,0.0000,602.0000,220.8900,126.2809,0.0000,104.0000,204.0000,304.0000,405.0000,-1.0900,-108793.2927,0.0010
30,0.0000,405.0000,0.0000,602.0000,204.8300,117.7014,0.0000,102.7500,204.0000,303.0000,405.0000,16.0600,803884.2727,0.0020
31,0.0000,501.0000,0.0000,602.0000,179.4200,125.7189,0.0000,101.0000,202.0000,302.0000,501.0000,25.4100,2538968.8249,0.0020
32,0.0000,503.0000,0.0000,602.0000,183.4500,138.5245,0.0000,101.0000,202.0000,303.2500,503.0000,-4.0300,-201278.5935,0.0010
33,0.0000,502.0000,0.0000,602.0000,172.3700,121.2721,0.0000,101.0000,202.0000,301.0000,502.0000,11.0800,554526.8005,0.0020
34,0.0000,403.0000,0.0000,602.0000,181.5300,99.9384,0.0000,103.0000,202.0000,300.2500,403.0000,-9.1600,-457542.4575,0.0020
35,0.0000,406.0000,0.0000,602.0000,198.5600,115.7537,0.0000,103.0000,203.0000,303.0000,406.0000,-17.0300,-1701298.7013,0.0010
36,0.0000,405.0000,0.0000,602.0000,187.4600,119.4797,0.0000,103.0000,203.0000,302.0000,405.0000,11.1000,1114234.0895,0.0010
37,0.0000,502.0000,0.0000,602.0000,193.6600,123.4975,0.0000,103.0000,203.0000,302.0000,502.0000,-6.2000,-246413.0996,0.0025
38,0.0000,502.0000,0.0000,602.0000,191.5100,125.6144,0.0000,101.7500,204.0000,302.0000,502.0000,2.1500,214079.4583,0.0010
39,0.0000,405.0000,0.0000,602.0000,184.4900,116.2678,0.0000,102.0000,203.0000,302.0000,405.0000,7.0200,704112.3370,0.0010
40,0.0000,405.0000,0.0000,602.0000,190.5800,113.3865,0.0000,102.0000,203.0000,302.2500,405.0000,-6.0900,-304317.4096,0.0020
41,0.0000,405.0000,0.0000,602.0000,188.4400,122.5674,0.0000,101.7500,203.0000,303.0000,405.0000,2.1400,106919.8101,0.0020
42,0.0000,505.0000,0.0000,602.0000,198.4800,129.8092,0.0000,102.0000,202.0000,303.0000,505.0000,-10.0400,-502351.6462,0.0020
43,0.0000,504.0000,0.0000,602.0000,213.5500,124.9302,0.0000,103.0000,204.0000,303.0000,504.0000,-15.0700,-1505193.7675,0.0010
44,0.0000,405.0000,0.0000,602.0000,212.6600,113.6724,0.0000,104.5000,204.0000,303.0000,405.0000,0.8900,89142.6282,0.0010
45,0.0000,503.0000,0.0000,602.0000,218.6100,126.4403,0.0000,102.0000,206.5000,304.0000,503.0000,-5.9500,-297872.3404,0.0020
46,0.0000,405.0000,0.0000,602.0000,188.6200,122.7121,0.0000,101.7500,204.0000,303.0000,405.0000,29.9900,2992715.2979,0.0010
47,0.0000,404.0000,0.0000,602.0000,201.5100,126.0976,0.0000,102.7500,204.0000,303.0000,404.0000,-12.8900,-643309.8767,0.0020
48,0.0000,405.0000,0.0000,602.0000,190.5500,123.7748,0.0000,101.7500,203.0000,303.0000,405.0000,10.9600,1084075.1731,0.0010
49,0.0000,406.0000,0.0000,602.0000,175.5800,125.9908,0.0000,101.0000,203.0000,302.2500,406.0000,14.9700,750112.7424,0.0020
50,0.0000,504.0000,0.0000,602.0000,182.5200,129.6204,0.0000,101.0000,202.5000,302.2500,504.0000,-6.9400,-694833.8006,0.0010
51,0.0000,504.0000,0.0000,602.0000,197.5600,121.2229,0.0000,103.0000,203.0000,303.0000,504.0000,-15.0400,-1502197.3632,0.0010
52,0.0000,503.0000,0.0000,602.0000,194.7000,118.0862,0.0000,103.0000,202.5000,303.0000,503.0000,2.8600,142971.4057,0.0020
53,0.0000,406.0000,0.0000,602.0000,205.6800,118.6828,0.0000,103.0000,204.0000,303.0000,406.0000,-10.9800,-1097231.9376,0.0010
54,0.0000,405.0000,0.0000,602.0000,194.7300,119.1229,0.0000,103.0000,203.0000,303.0000,405.0000,10.9500,1096425.3530,0.0010
55,0.0000,405.0000,0.0000,602.0000,200.8200,120.1079,0.0000,103.7500,203.5000,303.0000,405.0000,-6.0900,-609000.0000,0.0010
56,0.0000,405.0000,0.0000,602.0000,207.9800,115.2388,0.0000,104.7500,204.0000,303.0000,405.0000,-7.1600,-716358.1791,0.0010
57,0.0000,504.0000,0.0000,602.0000,203.7700,126.4304,0.0000,102.0000,203.5000,303.2500,504.0000,4.2100,209985.5354,0.0020
58,0.0000,405.0000,0.0000,602.0000,230.9000,122.5991,0.0000,177.0000,254.5000,304.0000,405.0000,-27.1300,-2724169.0933,0.0010
59,0.0000,405.0000,0.0000,602.0000,222.8400,122.5512,0.0000,103.7500,204.0000,304.0000,405.0000,8.0600,394228.4177,0.0020
60,0.0000,504.0000,0.0000,602.0000,202.7300,121.7903,0.0000,103.0000,204.0000,303.0000,504.0000,20.1100,2014222.7564,0.0010
61,0.0000,405.0000,0.0000,602.0000,213.8400,122.5052,0.0000,104.7500,204.5000,304.0000,405.0000,-11.1100,-555250.1374,0.0020
62,0.0000,405.0000,0.0000,602.0000,199.0300,119.1184,0.0000,104.0000,204.5000,303.0000,405.0000,14.8100,741092.8743,0.0020
63,0.0000,405.0000,0.0000,602.0000,184.8800,111.5894,0.0000,103.0000,203.0000,302.0000,405.0000,14.1500,706475.6104,0.0020
64,0.0000,405.0000,0.0000,602.0000,188.9400,119.2020,0.0000,103.0000,204.0000,302.2500,405.0000,-4.0600,-406732.1178,0.0010
65,0.0000,504.0000,0.0000,602.0000,186.7200,126.4917,0.0000,101.0000,203.0000,303.0000,504.0000,2.2200,111072.1969,0.0020
66,0.0000,405.0000,0.0000,602.0000,195.6300,127.7381,0.0000,101.7500,204.0000,303.0000,405.0000,-8.9100,-890821.8356,0.0010
67,0.0000,602.0000,0.0000,602.0000,196.5300,123.1698,0.0000,102.0000,203.0000,303.0000,602.0000,-0.9000,-90072.0576,0.0010
68,0.0000,504.0000,0.0000,602.0000,207.5500,116.0163,0.0000,103.7500,204.0000,303.0000,504.0000,-11.0200,-1099471.2162,0.0010
69,0.0000,405.0000,0.0000,602.0000,203.4800,119.5936,0.0000,104.7500,204.0000,303.0000,405.0000,4.0700,203489.8255,0.0020
70,0.0000,405.0000,0.0000,602.0000,196.6800,124.9687,0.0000,102.0000,204.0000,303.0000,405.0000,6.8000,675407.2308,0.0010
71,0.0000,503.0000,0.0000,602.0000,208.7500,125.8259,0.0000,102.0000,204.0000,303.0000,503.0000,-12.0700,-603047.7142,0.0020
72,0.0000,502.0000,0.0000,602.0000,191.7600,120.8744,0.0000,103.0000,203.0000,303.0000,502.0000,16.9900,1700700.7007,0.0010
73,0.0000,405.0000,0.0000,602.0000,199.7500,123.7337,0.0000,103.5000,204.0000,303.0000,405.0000,-7.9900,-796927.9872,0.0010
74,0.0000,404.0000,0.0000,602.0000,195.7600,112.2774,0.0000,103.0000,203.0000,303.0000,404.0000,3.9900,199669.7193,0.0020
75,0.0000,503.0000,0.0000,602.0000,180.7600,116.2258,0.0000,102.0000,203.0000,302.0000,503.0000,15.0000,1500150.0150,0.0010
76,0.0000,405.0000,0.0000,602.0000,180.5600,120.5899,0.0000,102.7500,203.0000,302.0000,405.0000,0.2000,20032.0513,0.0010
77,0.0000,405.0000,0.0000,602.0000,188.8300,123.4029,0.0000,102.0000,203.5000,303.0000,405.0000,-8.2700,-825266.9394,0.0010
78,0.0000,405.0000,0.0000,602.0000,190.1100,116.3901,0.0000,103.0000,204.0000,303.0000,405.0000,-1.2800,-64086.5168,0.0020
79,0.0000,405.0000,0.0000,602.0000,201.0200,128.9847,0.0000,103.0000,204.0000,303.0000,405.0000,-10.9100,-1086653.3865,0.0010
80,0.0000,503.0000,0.0000,602.0000,186.8900,127.9662,0.0000,102.0000,204.0000,303.0000,503.0000,14.1300,1414697.6372,0.0010
81,0.0000,504.0000,0.0000,602.0000,198.9600,128.9992,0.0000,102.7500,203.5000,304.0000,504.0000,-12.0700,-Infinity,0.0000
82,0.0000,405.0000,0.0000,602.0000,184.9200,117.1757,0.0000,102.0000,203.0000,303.0000,405.0000,14.0400,931961.5002,0.0025
83,0.0000,504.0000,0.0000,602.0000,195.9200,131.6704,0.0000,102.0000,203.0000,304.0000,504.0000,-11.0000,-548136.3365,0.0010
84,0.0000,406.0000,0.0000,602.0000,175.5000,119.3603,0.0000,101.0000,203.0000,303.0000,406.0000,20.4200,2043839.4555,0.0010
85,0.0000,503.0000,0.0000,602.0000,200.7600,124.2890,0.0000,102.0000,203.0000,303.0000,503.0000,-25.2600,-2526000.0000,0.0010
86,0.0000,503.0000,0.0000,602.0000,212.1200,115.8095,0.0000,105.0000,204.0000,303.0000,503.0000,-11.3600,-1132602.1934,0.0010
87,0.0000,503.0000,0.0000,602.0000,206.0100,115.3940,0.0000,104.0000,203.5000,304.0000,503.0000,6.1100,611244.4978,0.0010
88,0.0000,503.0000,0.0000,602.0000,189.8200,124.0473,0.0000,102.0000,203.0000,303.0000,503.0000,16.1900,1623220.3730,0.0010
89,0.0000,404.0000,0.0000,602.0000,191.6600,122.7067,0.0000,102.0000,203.0000,303.0000,404.0000,-1.8400,-183761.1106,0.0010
90,0.0000,406.0000,0.0000,602.0000,201.9000,119.8323,0.0000,103.0000,204.0000,304.0000,406.0000,-10.2400,-1023897.6102,0.0010
91,0.0000,406.0000,0.0000,602.0000,203.8000,118.0277,0.0000,104.0000,204.0000,303.0000,406.0000,-1.9000,-95004.7502,0.0020
92,0.0000,604.0000,0.0000,604.0000,193.5800,134.2845,0.0000,102.0000,203.0000,303.0000,604.0000,10.2200,1022715.9011,0.0010
93,0.0000,502.0000,0.0000,604.0000,200.6500,120.7542,0.0000,103.7500,203.0000,303.0000,502.0000,-7.0700,-706646.6767,0.0010
94,0.0000,505.0000,0.0000,604.0000,213.4500,133.5052,0.0000,102.7500,204.0000,303.0000,505.0000,-12.8000,-1277955.2716,0.0010
95,0.0000,504.0000,0.0000,604.0000,202.5300,129.6466,0.0000,102.7500,203.0000,303.0000,504.0000,10.9200,1090364.4533,0.0010
96,0.0000,505.0000,0.0000,604.0000,203.7300,124.3858,0.0000,103.0000,203.5000,303.0000,505.0000,-1.2000,-39933.4443,0.0030
97,0.0000,505.0000,0.0000,604.0000,194.6400,121.3359,0.0000,103.0000,203.0000,303.0000,505.0000,9.0900,911826.6627,0.0010
98,0.0000,406.0000,0.0000,604.0000,205.5800,127.6316,0.0000,102.0000,203.5000,303.0000,406.0000,-10.9400,-1094109.4109,0.0010
99,0.0000,406.0000,0.0000,604.0000,209.8500,120.1815,0.0000,104.0000,204.0000,304.0000,406.0000,-4.2700,-426445.6207,0.0010
100,0.0000,406.0000,0.0000,604.0000,199.9200,124.4649,0.0000,104.0000,203.0000,303.2500,406.0000,9.9300,992107.1036,0.0010
101,0.0000,405.0000,0.0000,604.0000,195.6500,116.9749,0.0000,103.0000,203.0000,303.0000,405.0000,4.2700,426914.6171,0.0010
102,0.0000,405.0000,0.0000,604.0000,176.7600,116.3367,0.0000,102.0000,202.0000,302.0000,405.0000,18.8900,1885605.9094,0.0010
103,0.0000,505.0000,0.0000,604.0000,198.9000,125.6665,0.0000,103.7500,204.0000,303.0000,505.0000,-22.1400,-2222222.2222,0.0010
104,0.0000,404.0000,0.0000,604.0000,197.6700,113.4309,0.0000,104.7500,204.0000,302.0000,404.0000,1.2300,123012.3012,0.0010
105,0.0000,405.0000,0.0000,604.0000,198.7300,113.1122,0.0000,103.7500,203.0000,302.0000,405.0000,-1.0600,-105904.6858,0.0010
106,0.0000,405.0000,0.0000,604.0000,201.7800,127.0969,0.0000,102.0000,204.0000,304.0000,405.0000,-3.0500,-303966.5139,0.0010
107,0.0000,405.0000,0.0000,604.0000,195.6200,133.9745,0.0000,101.0000,204.0000,304.0000,405.0000,6.1600,614157.5274,0.0010
108,0.0000,504.0000,0.0000,604.0000,203.8700,133.0897,0.0000,102.0000,204.0000,304.0000,504.0000,-8.2500,-829062.4058,0.0010
109,0.0000,502.0000,0.0000,604.0000,201.7300,133.7886,0.0000,101.7500,204.0000,303.2500,502.0000,2.1400,214192.7735,0.0010
110,0.0000,504.0000,0.0000,604.0000,211.9100,133.6088,0.0000,103.0000,204.0000,304.0000,504.0000,-10.1800,-989502.3328,0.0010
111,0.0000,504.0000,0.0000,604.0000,212.8800,126.2575,0.0000,103.0000,204.0000,304.0000,504.0000,-0.9700,-96816.0495,0.0010
112,0.0000,503.0000,0.0000,604.0000,194.9500,119.0221,0.0000,104.0000,203.0000,303.0000,503.0000,17.9300,1799658.7373,0.0010
113,0.0000,405.0000,0.0000,604.0000,178.6900,124.4361,0.0000,101.7500,203.0000,302.0000,405.0000,16.2600,1617749.4777,0.0010
114,0.0000,502.0000,0.0000,604.0000,173.6100,128.6609,0.0000,76.5000,203.0000,303.0000,502.0000,5.0800,510552.7638,0.0010
115,0.0000,405.0000,0.0000,604.0000,179.5200,121.8932,0.0000,101.0000,203.0000,303.0000,405.0000,-5.9100,-589643.8192,0.0010
116,0.0000,406.0000,0.0000,604.0000,193.5700,122.1483,0.0000,102.0000,204.0000,303.0000,406.0000,-14.0500,-1408521.3033,0.0010
117,0.0000,500.0000,0.0000,604.0000,179.3700,124.9601,0.0000,101.0000,202.5000,303.0000,500.0000,14.2000,Infinity,0.0000
118,0.0000,404.0000,0.0000,604.0000,174.5300,120.3431,0.0000,101.7500,203.0000,302.2500,404.0000,4.8400,482311.9083,0.0010
119,0.0000,406.0000,0.0000,604.0000,181.5100,133.9067,0.0000,101.0000,202.0000,304.0000,406.0000,-6.9800,-699468.8847,0.0010
120,0.0000,503.0000,0.0000,604.0000,188.7100,128.4005,0.0000,102.0000,203.0000,304.0000,503.0000,-7.2000,-720000.0000,0.0010
121,0.0000,406.0000,0.0000,604.0000,173.6100,121.3408,0.0000,102.0000,202.0000,205.5000,406.0000,15.1000,1508190.1718,0.0010
122,0.0000,406.0000,0.0000,604.0000,179.4800,117.6348,0.0000,102.0000,202.0000,302.0000,406.0000,-5.8700,-588117.4231,0.0010
123,0.0000,406.0000,0.0000,604.0000,185.7100,121.9361,0.0000,102.0000,203.0000,303.0000,406.0000,-6.2300,-621570.3881,0.0010
124,0.0000,405.0000,0.0000,604.0000,183.6300,125.0446,0.0000,102.0000,203.0000,303.0000,405.0000,2.0800,Infinity,0.0000
125,0.0000,505.0000,0.0000,604.0000,203.7800,125.5091,0.0000,102.0000,203.0000,304.0000,505.0000,-20.1500,-2016815.1336,0.0010
126,0.0000,504.0000,0.0000,604.0000,201.7600,120.5791,0.0000,102.7500,203.0000,303.0000,504.0000,2.0200,202101.0505,0.0010
127,0.0000,603.0000,0.0000,604.0000,196.6700,135.7690,0.0000,102.0000,203.0000,303.0000,603.0000,5.0900,508898.2204,0.0010
128,0.0000,505.0000,0.0000,604.0000,186.7500,123.5536,0.0000,101.0000,203.0000,303.0000,505.0000,9.9200,984126.9841,0.0010
129,0.0000,503.0000,0.0000,604.0000,184.9800,127.2660,0.0000,102.0000,203.0000,304.0000,503.0000,1.7700,177408.0385,0.0010
130,0.0000,503.0000,0.0000,604.0000,208.9400,126.6249,0.0000,103.0000,204.0000,304.0000,503.0000,-23.9600,-2392411.3829,0.0010
131,0.0000,505.0000,0.0000,604.0000,205.8800,123.1452,0.0000,103.0000,204.0000,303.0000,505.0000,3.0600,306030.6031,0.0010
132,0.0000,505.0000,0.0000,604.0000,197.6500,134.7981,0.0000,102.0000,203.0000,303.0000,505.0000,8.2300,822670.9316,0.0010
133,0.0000,505.0000,0.0000,604.0000,208.6400,140.1630,0.0000,101.7500,204.0000,303.0000,505.0000,-10.9900,-1099439.7759,0.0010
134,0.0000,505.0000,0.0000,604.0000,200.8000,124.3052,0.0000,103.0000,203.0000,303.0000,505.0000,7.8400,Infinity,0.0000
135,0.0000,503.0000,0.0000,604.0000,209.7600,111.5824,0.0000,176.5000,204.0000,303.0000,503.0000,-8.9600,-893854.7486,0.0010
136,0.0000,404.0000,0.0000,604.0000,190.5500,124.5951,0.0000,102.0000,203.0000,303.0000,404.0000,19.2100,1925042.5894,0.0010
137,0.0000,502.0000,0.0000,604.0000,176.5500,121.3823,0.0000,101.0000,202.5000,302.0000,502.0000,14.0000,1400280.0560,0.0010
138,0.0000,406.0000,0.0000,604.0000,185.4800,118.5770,0.0000,102.7500,203.0000,302.0000,406.0000,-8.9300,-446276.8616,0.0020
139,0.0000,502.0000,0.0000,604.0000,162.3600,117.7259,0.0000,101.0000,202.0000,204.2500,502.0000,23.1200,Infinity,0.0000
140,0.0000,405.0000,0.0000,604.0000,170.3200,120.2814,0.0000,101.0000,203.0000,229.7500,405.0000,-7.9600,-796079.6080,0.0010
141,0.0000,504.0000,0.0000,604.0000,175.5200,125.1330,0.0000,101.0000,202.0000,303.0000,504.0000,-5.2000,-520052.0052,0.0010
142,0.0000,406.0000,0.0000,604.0000,176.4900,128.2138,0.0000,101.0000,202.0000,303.0000,406.0000,-0.9700,-97106.8175,0.0010
143,0.0000,505.0000,0.0000,604.0000,208.5000,137.8862,0.0000,101.0000,203.0000,304.0000,505.0000,-32.0100,-Infinity,0.0000
144,0.0000,502.0000,0.0000,604.0000,210.5500,130.2447,0.0000,102.0000,203.0000,304.0000,502.0000,-2.0500,-81553.0891,0.0025
145,0.0000,404.0000,0.0000,604.0000,199.5800,123.5590,0.0000,102.0000,203.0000,303.0000,404.0000,10.9700,1099308.5480,0.0010
146,0.0000,406.0000,0.0000,604.0000,215.5900,116.4402,0.0000,104.7500,203.5000,304.0000,406.0000,-16.0100,-Infinity,0.0000
147,0.0000,406.0000,0.0000,604.0000,199.5900,117.1056,0.0000,102.0000,203.0000,303.0000,406.0000,16.0000,1600960.5763,0.0010
148,0.0000,502.0000,0.0000,604.0000,205.6300,124.5877,0.0000,103.0000,203.5000,304.0000,502.0000,-6.0400,-605149.7846,0.0010
149,0.0000,404.0000,0.0000,604.0000,184.5600,119.6957,0.0000,101.0000,203.0000,303.0000,404.0000,21.0700,2107843.1373,0.0010
150,0.0000,404.0000,0.0000,604.0000,184.7600,115.4127,0.0000,102.7500,203.0000,302.0000,404.0000,-0.2000,-20002.0002,0.0010
151,0.0000,504.0000,0.0000,604.0000,195.5600,128.4508,0.0000,101.7500,203.5000,303.0000,504.0000,-10.8000,-1078382.4264,0.0010
152,0.0000,503.0000,0.0000,604.0000,198.7100,125.7969,0.0000,102.0000,204.0000,303.2500,503.0000,-3.1500,-Infinity,0.0000
153,0.0000,504.0000,0.0000,604.0000,203.6400,130.2893,0.0000,101.0000,204.0000,304.0000,504.0000,-4.9300,-493147.9444,0.0010
154,0.0000,503.0000,0.0000,604.0000,185.6200,126.0455,0.0000,101.0000,203.5000,303.0000,503.0000,18.0200,1798403.1936,0.0010
155,0.0000,504.0000,0.0000,604.0000,199.6600,118.7935,0.0000,102.0000,203.5000,302.2500,504.0000,-14.0400,-1405686.8242,0.0010
156,0.0000,403.0000,0.0000,604.0000,192.6800,113.5971,0.0000,102.0000,203.0000,303.0000,403.0000,6.9800,697372.3649,0.0010
157,0.0000,504.0000,0.0000,604.0000,202.7200,121.7162,0.0000,102.7500,203.0000,303.0000,504.0000,-10.0400,-1005810.4588,0.0010
158,0.0000,506.0000,0.0000,604.0000,198.6600,127.5318,0.0000,102.0000,203.0000,303.0000,506.0000,4.0600,404543.6429,0.0010
159,0.0000,406.0000,0.0000,604.0000,209.7900,124.0544,0.0000,102.0000,204.5000,304.0000,406.0000,-11.1300,-1108676.1630,0.0010
160,0.0000,504.0000,0.0000,604.0000,186.5400,124.2188,0.0000,101.7500,202.0000,302.0000,504.0000,23.2500,2338563.6693,0.0010
161,0.0000,405.0000,0.0000,604.0000,213.6900,130.7408,0.0000,102.0000,204.0000,305.0000,405.0000,-27.1500,-Infinity,0.0000
162,0.0000,502.0000,0.0000,604.0000,202.6300,137.5108,0.0000,101.0000,203.0000,304.0000,502.0000,11.0600,1105557.7769,0.0010
163,0.0000,405.0000,0.0000,604.0000,213.4500,135.7409,0.0000,102.0000,204.0000,304.0000,405.0000,-10.8200,-1074585.3610,0.0010
164,0.0000,502.0000,0.0000,604.0000,208.7300,128.0939,0.0000,102.0000,203.0000,304.0000,502.0000,4.7200,472000.0000,0.0010
165,0.0000,502.0000,0.0000,604.0000,205.9000,127.5571,0.0000,103.0000,204.0000,304.0000,502.0000,2.8300,283056.6113,0.0010
166,0.0000,503.0000,0.0000,604.0000,224.8900,133.2810,0.0000,104.5000,204.0000,304.0000,503.0000,-18.9900,-1900900.9009,0.0010
167,0.0000,503.0000,0.0000,604.0000,234.5400,133.4987,0.0000,176.0000,205.0000,304.0000,503.0000,-9.6500,-962497.5065,0.0010
168,0.0000,404.0000,0.0000,604.0000,225.7400,112.9216,0.0000,202.0000,205.0000,304.0000,404.0000,8.8000,882293.9643,0.0010
169,0.0000,505.0000,0.0000,604.0000,221.9200,129.5168,0.0000,176.2500,205.0000,304.0000,505.0000,3.8200,382076.4153,0.0010
170,0.0000,405.0000,0.0000,604.0000,209.8500,117.8969,0.0000,103.7500,204.0000,303.2500,405.0000,12.0700,1206517.3930,0.0010
171,0.0000,505.0000,0.0000,604.0000,216.6500,129.7466,0.0000,102.7500,204.0000,304.0000,505.0000,-6.8000,-680000.0000,0.0010
172,0.0000,502.0000,0.0000,604.0000,217.8000,121.4573,0.0000,201.0000,204.0000,304.0000,502.0000,-1.1500,-Infinity,0.0000
173,0.0000,503.0000,0.0000,604.0000,215.8400,127.0500,0.0000,103.0000,204.0000,304.0000,503.0000,1.9600,195882.4705,0.0010
174,0.0000,503.0000,0.0000,604.0000,224.9700,126.9715,0.0000,201.7500,205.0000,304.0000,503.0000,-9.1300,-912543.7281,0.0010
175,0.0000,405.0000,0.0000,604.0000,199.6200,133.4673,0.0000,101.0000,203.0000,304.0000,405.0000,25.3500,2531708.7786,0.0010
176,0.0000,504.0000,0.0000,604.0000,217.7900,131.6130,0.0000,103.0000,205.0000,304.0000,504.0000,-18.1700,-1820641.2826,0.0010
177,0.0000,406.0000,0.0000,604.0000,220.9100,125.3241,0.0000,105.7500,205.0000,304.0000,406.0000,-3.1200,-Infinity,0.0000
178,0.0000,504.0000,0.0000,604.0000,213.7900,128.1729,0.0000,103.0000,205.0000,304.0000,504.0000,7.1200,712498.7491,0.0010
179,0.0000,504.0000,0.0000,604.0000,222.9000,128.1824,0.0000,104.0000,204.5000,304.0000,504.0000,-9.1100,-910180.8372,0.0010
180,0.0000,502.0000,0.0000,604.0000,228.7800,131.2108,0.0000,201.0000,205.5000,304.0000,502.0000,-5.8800,-535226.6521,0.0011
181,0.0000,504.0000,0.0000,604.0000,196.5800,130.4606,0.0000,103.0000,203.0000,303.0000,504.0000,32.2000,3214856.2300,0.0010
182,0.0000,504.0000,0.0000,604.0000,191.6600,135.1323,0.0000,101.7500,203.5000,303.2500,504.0000,4.9200,492147.6443,0.0010
183,0.0000,504.0000,0.0000,604.0000,184.6100,127.6501,0.0000,103.0000,202.5000,229.2500,504.0000,7.0500,704577.2536,0.0010
184,0.0000,503.0000,0.0000,604.0000,186.6400,119.0099,0.0000,103.0000,202.5000,301.5000,503.0000,-2.0300,-202959.4081,0.0010
185,0.0000,403.0000,0.0000,604.0000,186.7200,107.1790,0.0000,103.0000,203.0000,302.0000,403.0000,-0.0800,-8012.8205,0.0010
